measure,quantile,time,sex,age,ethnic,value
lx,2.50%,2017-19,Male,88 years,Total,31182
px,97.50%,2017-19,Male,17 years,Pacific,0.99964
ex,97.50%,2017-19,Female,17 years,nonMaori,67.91
mx,2.50%,2017-19,Male,28 years,Asian,2.30E-04
lx,50%,2017-19,Female,43 years,European or Other,98492
Lx,50%,2017-19,Female,82 years,nonMaori,67845
mx,50%,2017-19,Female,64 years,Pacific,0.01158
mx,2.50%,2017-19,Female,63 years,Pacific,0.00957
ex,2.50%,2017-19,Female,43 years,Total,41.6
ex,50%,2017-19,Male,13 years,nonMaori,68.38
mx,97.50%,2017-19,Female,87 years,European or Other,0.09862
px,2.50%,2017-19,Female,45 years,European or Other,0.99894
ex,97.50%,2017-19,Male,29 years,Asian,57.22
mx,97.50%,2017-19,Female,89 years,Asian,0.11174
ex,50%,2017-19,Female,27 years,Asian,61.41
lx,2.50%,2017-19,Male,17 years,Maori,98785
Lx,97.50%,2017-19,Female,74 years,Maori,65894
ex,97.50%,2017-19,Female,56 years,Asian,33.41
mx,97.50%,2017-19,Male,37 years,nonMaori,9.90E-04
px,50%,2017-19,Male,33 years,nonMaori,0.99926
ex,97.50%,2017-19,Male,7 years,Pacific,69.41
lx,97.50%,2017-19,Male,48 years,Total,96105
ex,50%,2017-19,Male,77 years,Maori,8.75
ex,50%,2017-19,Female,7 years,Pacific,72.58
mx,50%,2017-19,Female,11 years,Pacific,1.60E-04
px,2.50%,2017-19,Female,98 years,nonMaori,0.69265
dx,97.50%,2017-19,Male,44 years,Pacific,313
ex,2.50%,2017-19,Male,53 years,Maori,24.32
Lx,50%,2017-19,Male,26 years,European or Other,98861
qx,50%,2017-19,Female,52 years,Maori,0.00519
Lx,50%,2017-19,Male,99 years,Total,1702
dx,97.50%,2017-19,Male,94 years,Maori,1347
qx,97.50%,2017-19,Male,97 years,Maori,0.3792
lx,97.50%,2017-19,Male,21 years,Maori,98675
Lx,97.50%,2017-19,Male,30 years,Asian,99142
mx,50%,2017-19,Male,2 years,Asian,1.40E-04
lx,97.50%,2017-19,Female,4 years,European or Other,99717
lx,2.50%,2017-19,Male,5 years,Maori,99183
ex,97.50%,2017-19,Female,71 years,nonMaori,16.89
qx,2.50%,2017-19,Female,28 years,Maori,7.30E-04
qx,97.50%,2017-19,Male,69 years,Pacific,0.02925
Lx,50%,2017-19,Female,91 years,Total,27779
dx,50%,2017-19,Female,90 years,Pacific,3122
Lx,97.50%,2017-19,Male,66 years,Pacific,80181
px,97.50%,2017-19,Female,28 years,nonMaori,0.99975
Lx,97.50%,2017-19,Female,25 years,Asian,99510
Lx,97.50%,2017-19,Male,94 years,nonMaori,9587
mx,50%,2017-19,Male,79 years,Pacific,0.07025
mx,2.50%,2017-19,Male,86 years,nonMaori,0.10644
ex,2.50%,2017-19,Male,43 years,Pacific,34.2
dx,97.50%,2017-19,Female,36 years,nonMaori,54
mx,97.50%,2017-19,Male,73 years,Asian,0.01611
lx,2.50%,2017-19,Male,91 years,Maori,8460
px,50%,2017-19,Male,41 years,Asian,0.99945
Lx,97.50%,2017-19,Male,33 years,Pacific,97719
qx,50%,2017-19,Male,57 years,Pacific,0.00786
ex,97.50%,2017-19,Female,15 years,European or Other,69.93
lx,2.50%,2017-19,Female,57 years,Total,95259
dx,2.50%,2017-19,Male,29 years,Pacific,87
px,50%,2017-19,Female,69 years,Maori,0.97624
px,2.50%,2017-19,Male,40 years,Maori,0.99705
mx,2.50%,2017-19,Male,59 years,Maori,0.01336
dx,2.50%,2017-19,Male,83 years,Maori,2740
lx,2.50%,2017-19,Male,63 years,Asian,93903
Lx,50%,2017-19,Female,46 years,European or Other,98186
mx,97.50%,2017-19,Female,16 years,nonMaori,2.10E-04
dx,50%,2017-19,Male,68 years,Asian,682
mx,50%,2017-19,Female,30 years,nonMaori,3.10E-04
mx,50%,2017-19,Male,40 years,Maori,0.00256
qx,97.50%,2017-19,Female,42 years,Pacific,0.00212
mx,50%,2017-19,Female,46 years,Total,0.00135
dx,2.50%,2017-19,Male,74 years,European or Other,1752
dx,50%,2017-19,Female,42 years,European or Other,71
ex,2.50%,2017-19,Male,56 years,Pacific,22.87
mx,2.50%,2017-19,Male,32 years,European or Other,7.00E-04
px,50%,2017-19,Male,40 years,Maori,0.99745
dx,50%,2017-19,Female,93 years,nonMaori,4131
dx,50%,2017-19,Female,23 years,Maori,75
lx,2.50%,2017-19,Male,73 years,Maori,59040
Lx,97.50%,2017-19,Female,8 years,Maori,99489
dx,97.50%,2017-19,Female,40 years,Maori,175
mx,2.50%,2017-19,Male,14 years,Maori,3.70E-04
px,97.50%,2017-19,Male,26 years,Total,0.99931
qx,2.50%,2017-19,Male,73 years,nonMaori,0.02053
lx,50%,2017-19,Female,22 years,Total,99186
px,97.50%,2017-19,Female,84 years,European or Other,0.94345
ex,2.50%,2017-19,Female,20 years,Total,63.98
lx,50%,2017-19,Male,46 years,Maori,93441
mx,97.50%,2017-19,Male,56 years,Asian,0.00343
lx,50%,2017-19,Female,35 years,nonMaori,98881
mx,2.50%,2017-19,Male,83 years,Pacific,0.08957
lx,50%,2017-19,Female,15 years,Total,99404
qx,2.50%,2017-19,Male,93 years,Maori,0.19228
mx,2.50%,2017-19,Male,95 years,Pacific,0.21468
dx,97.50%,2017-19,Male,68 years,Asian,798
dx,97.50%,2017-19,Male,31 years,Total,92
mx,97.50%,2017-19,Male,0 years,Maori,0.00704
Lx,97.50%,2017-19,Male,64 years,nonMaori,90099
qx,2.50%,2017-19,Male,46 years,European or Other,0.00146
dx,97.50%,2017-19,Female,47 years,European or Other,121
qx,50%,2017-19,Male,12 years,nonMaori,1.30E-04
qx,50%,2017-19,Female,40 years,Asian,3.30E-04
qx,97.50%,2017-19,Male,38 years,Asian,5.50E-04
dx,97.50%,2017-19,Male,52 years,European or Other,310
mx,2.50%,2017-19,Female,45 years,Total,0.00113
dx,50%,2017-19,Female,80 years,Maori,3132
mx,50%,2017-19,Female,16 years,Total,2.50E-04
qx,97.50%,2017-19,Male,70 years,Pacific,0.03494
qx,97.50%,2017-19,Male,94 years,Maori,0.29245
qx,97.50%,2017-19,Male,49 years,European or Other,0.00227
lx,2.50%,2017-19,Female,72 years,Asian,92621
mx,50%,2017-19,Male,41 years,Maori,0.00275
Lx,2.50%,2017-19,Female,40 years,Total,98210
lx,50%,2017-19,Female,66 years,nonMaori,92653
dx,50%,2017-19,Male,65 years,Pacific,1441
lx,50%,2017-19,Male,36 years,Maori,96118
dx,50%,2017-19,Female,34 years,Maori,113
mx,97.50%,2017-19,Female,3 years,Asian,1.60E-04
ex,97.50%,2017-19,Male,77 years,European or Other,10.57
mx,97.50%,2017-19,Female,47 years,European or Other,0.00124
mx,50%,2017-19,Female,66 years,nonMaori,0.00666
mx,2.50%,2017-19,Female,92 years,Asian,0.11518
ex,97.50%,2017-19,Male,18 years,nonMaori,63.57
mx,50%,2017-19,Female,84 years,Total,0.06218
ex,97.50%,2017-19,Male,90 years,Pacific,4.68
dx,2.50%,2017-19,Male,82 years,nonMaori,3550
ex,50%,2017-19,Male,99 years,European or Other,2.21
lx,50%,2017-19,Female,97 years,European or Other,8619
qx,97.50%,2017-19,Male,14 years,Maori,5.70E-04
qx,2.50%,2017-19,Female,62 years,Maori,0.01152
Lx,50%,2017-19,Female,15 years,Asian,99555
px,50%,2017-19,Male,70 years,Pacific,0.96993
lx,50%,2017-19,Female,54 years,Total,96253
ex,97.50%,2017-19,Female,33 years,European or Other,52.25
mx,2.50%,2017-19,Male,53 years,Asian,0.00151
ex,50%,2017-19,Male,5 years,nonMaori,76.32
px,2.50%,2017-19,Male,48 years,nonMaori,0.99786
qx,2.50%,2017-19,Female,11 years,Asian,7.00E-05
Lx,50%,2017-19,Female,13 years,European or Other,99612
Lx,50%,2017-19,Female,96 years,Total,9465
px,2.50%,2017-19,Male,93 years,European or Other,0.77173
px,50%,2017-19,Female,43 years,Pacific,0.99814
px,97.50%,2017-19,Male,43 years,nonMaori,0.99883
mx,50%,2017-19,Male,22 years,European or Other,6.70E-04
ex,2.50%,2017-19,Male,51 years,Pacific,27.11
dx,2.50%,2017-19,Female,45 years,Total,111
qx,2.50%,2017-19,Female,69 years,Total,0.00956
px,50%,2017-19,Male,97 years,Maori,0.69768
ex,50%,2017-19,Female,47 years,Pacific,33.94
ex,2.50%,2017-19,Male,41 years,Maori,34.69
ex,50%,2017-19,Female,30 years,nonMaori,55.06
lx,50%,2017-19,Male,12 years,Total,99343
mx,2.50%,2017-19,Male,91 years,European or Other,0.19069
ex,50%,2017-19,Male,59 years,Asian,27.94
ex,2.50%,2017-19,Male,83 years,Maori,5.86
dx,2.50%,2017-19,Female,22 years,nonMaori,27
px,50%,2017-19,Female,38 years,Asian,0.99973
ex,50%,2017-19,Female,52 years,Maori,27.8
mx,2.50%,2017-19,Male,92 years,nonMaori,0.21158
Lx,2.50%,2017-19,Male,35 years,Pacific,96844
dx,2.50%,2017-19,Female,32 years,European or Other,35
Lx,2.50%,2017-19,Female,34 years,Asian,99124
px,97.50%,2017-19,Male,10 years,Total,0.9999
ex,97.50%,2017-19,Female,81 years,Maori,8.34
lx,50%,2017-19,Male,92 years,Maori,7590
px,97.50%,2017-19,Male,18 years,European or Other,0.99959
Lx,2.50%,2017-19,Female,46 years,Total,97596
qx,50%,2017-19,Female,88 years,nonMaori,0.10403
px,2.50%,2017-19,Female,5 years,European or Other,0.99991
qx,50%,2017-19,Male,53 years,nonMaori,0.00322
qx,50%,2017-19,Female,93 years,Maori,0.18652
mx,50%,2017-19,Female,29 years,Total,3.90E-04
ex,2.50%,2017-19,Male,14 years,Pacific,61.62
px,2.50%,2017-19,Female,55 years,Maori,0.99265
dx,2.50%,2017-19,Female,56 years,European or Other,230
ex,2.50%,2017-19,Male,80 years,Total,8.52
mx,97.50%,2017-19,Female,82 years,Maori,0.08466
mx,2.50%,2017-19,Male,46 years,Asian,6.70E-04
px,97.50%,2017-19,Female,67 years,Total,0.99213
ex,97.50%,2017-19,Female,92 years,European or Other,4.08
px,50%,2017-19,Male,25 years,Asian,0.99969
ex,50%,2017-19,Male,92 years,European or Other,3.51
ex,50%,2017-19,Female,24 years,nonMaori,60.95
px,2.50%,2017-19,Female,66 years,nonMaori,0.99294
Lx,97.50%,2017-19,Male,36 years,Pacific,97274
Lx,97.50%,2017-19,Male,23 years,Maori,98370
Lx,97.50%,2017-19,Female,95 years,European or Other,13396
qx,50%,2017-19,Male,46 years,nonMaori,0.00163
mx,97.50%,2017-19,Male,28 years,European or Other,7.90E-04
Lx,97.50%,2017-19,Female,77 years,Total,77859
lx,97.50%,2017-19,Female,105 years,Total,359
mx,97.50%,2017-19,Male,60 years,Total,0.00744
mx,2.50%,2017-19,Male,50 years,Pacific,0.0039
qx,97.50%,2017-19,Female,28 years,nonMaori,3.30E-04
dx,97.50%,2017-19,Female,50 years,Total,208
Lx,2.50%,2017-19,Male,80 years,Total,60095
Lx,50%,2017-19,Female,50 years,Maori,94453
lx,97.50%,2017-19,Male,55 years,European or Other,95048
lx,50%,2017-19,Female,1 years,Total,99583
px,2.50%,2017-19,Female,37 years,nonMaori,0.99942
dx,2.50%,2017-19,Female,50 years,Pacific,274
dx,2.50%,2017-19,Female,93 years,nonMaori,3969
lx,2.50%,2017-19,Male,32 years,nonMaori,98323
Lx,50%,2017-19,Female,20 years,European or Other,99477
ex,50%,2017-19,Male,11 years,Pacific,65.01
dx,2.50%,2017-19,Male,75 years,Maori,2421
qx,97.50%,2017-19,Female,30 years,European or Other,4.20E-04
dx,97.50%,2017-19,Male,44 years,Maori,374
lx,50%,2017-19,Male,87 years,nonMaori,37728
dx,97.50%,2017-19,Male,3 years,Total,22
mx,50%,2017-19,Male,54 years,Asian,0.00218
dx,2.50%,2017-19,Female,45 years,nonMaori,89
dx,2.50%,2017-19,Male,92 years,European or Other,3204
qx,97.50%,2017-19,Female,16 years,Total,2.90E-04
mx,97.50%,2017-19,Female,54 years,European or Other,0.00244
qx,97.50%,2017-19,Female,102 years,Total,0.39809
px,2.50%,2017-19,Male,39 years,European or Other,0.99882
dx,50%,2017-19,Female,25 years,nonMaori,30
ex,2.50%,2017-19,Male,30 years,Maori,44.75
dx,50%,2017-19,Male,75 years,Pacific,3081
dx,50%,2017-19,Male,60 years,nonMaori,552
mx,2.50%,2017-19,Male,23 years,Total,7.20E-04
dx,2.50%,2017-19,Female,34 years,Maori,94
px,97.50%,2017-19,Female,61 years,European or Other,0.99633
qx,97.50%,2017-19,Female,47 years,European or Other,0.00124
px,50%,2017-19,Female,8 years,Total,0.99992
mx,2.50%,2017-19,Male,27 years,Asian,2.30E-04
ex,97.50%,2017-19,Male,80 years,European or Other,8.67
lx,2.50%,2017-19,Male,57 years,Asian,96221
qx,50%,2017-19,Female,96 years,Total,0.24125
qx,97.50%,2017-19,Male,31 years,Maori,0.0022
Lx,2.50%,2017-19,Female,12 years,Maori,99236
ex,50%,2017-19,Female,20 years,Total,64.07
dx,2.50%,2017-19,Male,100 years and over,European or Other,1172
Lx,2.50%,2017-19,Female,98 years,Pacific,2097
qx,2.50%,2017-19,Female,57 years,Total,0.0033
dx,2.50%,2017-19,Male,27 years,Asian,23
Lx,97.50%,2017-19,Female,72 years,Maori,70629
Lx,97.50%,2017-19,Female,28 years,Pacific,98883
ex,50%,2017-19,Male,40 years,Total,41.57
Lx,2.50%,2017-19,Female,7 years,nonMaori,99475
ex,2.50%,2017-19,Female,39 years,Pacific,40.95
mx,2.50%,2017-19,Male,29 years,Total,7.10E-04
Lx,2.50%,2017-19,Female,50 years,Asian,98364
ex,2.50%,2017-19,Male,13 years,Maori,60.77
qx,50%,2017-19,Female,89 years,nonMaori,0.1181
lx,97.50%,2017-19,Female,87 years,Pacific,33362
dx,97.50%,2017-19,Male,59 years,European or Other,538
px,2.50%,2017-19,Male,74 years,Pacific,0.95029
dx,97.50%,2017-19,Male,100 years and over,Pacific,1402
lx,97.50%,2017-19,Male,48 years,European or Other,96800
dx,50%,2017-19,Male,74 years,Total,1909
mx,2.50%,2017-19,Female,68 years,nonMaori,0.00746
ex,97.50%,2017-19,Male,31 years,Maori,44.4
ex,50%,2017-19,Female,52 years,nonMaori,33.79
lx,50%,2017-19,Female,70 years,Maori,74898
ex,2.50%,2017-19,Female,99 years,Maori,2.08
dx,2.50%,2017-19,Female,15 years,European or Other,11
dx,97.50%,2017-19,Male,44 years,European or Other,152
dx,97.50%,2017-19,Female,30 years,Asian,22
px,97.50%,2017-19,Male,14 years,Maori,0.99963
qx,2.50%,2017-19,Male,11 years,Pacific,1.50E-04
dx,50%,2017-19,Male,53 years,Pacific,559
mx,2.50%,2017-19,Female,71 years,Total,0.01145
px,50%,2017-19,Male,33 years,Pacific,0.99851
Lx,2.50%,2017-19,Female,96 years,Total,9196
px,2.50%,2017-19,Female,72 years,nonMaori,0.9862
mx,2.50%,2017-19,Female,23 years,Asian,1.20E-04
Lx,50%,2017-19,Female,17 years,nonMaori,99425
ex,97.50%,2017-19,Male,4 years,European or Other,77.4
lx,97.50%,2017-19,Female,73 years,European or Other,87324
dx,2.50%,2017-19,Male,83 years,Pacific,2964
lx,2.50%,2017-19,Female,1 years,nonMaori,99570
Lx,50%,2017-19,Male,57 years,European or Other,93964
ex,2.50%,2017-19,Female,13 years,nonMaori,71.7
mx,97.50%,2017-19,Male,60 years,European or Other,0.00618
lx,97.50%,2017-19,Female,71 years,Asian,94236
px,50%,2017-19,Male,13 years,nonMaori,0.99984
dx,50%,2017-19,Female,90 years,Maori,2660
mx,97.50%,2017-19,Female,33 years,Pacific,0.0011
mx,50%,2017-19,Female,48 years,Pacific,0.00305
mx,50%,2017-19,Male,38 years,Total,0.00116
lx,50%,2017-19,Male,83 years,Total,51892
mx,97.50%,2017-19,Male,66 years,Asian,0.00883
mx,97.50%,2017-19,Female,59 years,Pacific,0.00814
qx,97.50%,2017-19,Female,40 years,Pacific,0.00189
lx,97.50%,2017-19,Male,87 years,Total,36254
Lx,2.50%,2017-19,Female,42 years,European or Other,98433
px,2.50%,2017-19,Male,28 years,Total,0.99916
px,97.50%,2017-19,Male,82 years,Maori,0.91664
ex,97.50%,2017-19,Female,91 years,Maori,4.86
dx,2.50%,2017-19,Male,14 years,Total,23
mx,2.50%,2017-19,Male,97 years,Maori,0.2674
px,50%,2017-19,Male,88 years,nonMaori,0.86739
lx,50%,2017-19,Male,75 years,Maori,54827
px,2.50%,2017-19,Female,42 years,Asian,0.99947
mx,2.50%,2017-19,Female,57 years,nonMaori,0.00266
px,97.50%,2017-19,Female,21 years,Maori,0.99942
lx,97.50%,2017-19,Male,63 years,European or Other,91249
px,97.50%,2017-19,Male,6 years,Asian,0.99991
qx,2.50%,2017-19,Male,5 years,European or Other,8.00E-05
lx,97.50%,2017-19,Female,27 years,Total,99054
lx,97.50%,2017-19,Male,21 years,European or Other,99289
qx,50%,2017-19,Female,67 years,Total,0.00832
Lx,97.50%,2017-19,Female,49 years,Asian,98783
lx,97.50%,2017-19,Male,87 years,Pacific,23443
px,97.50%,2017-19,Female,95 years,Maori,0.8168
ex,97.50%,2017-19,Female,0 years,European or Other,84.6
qx,2.50%,2017-19,Male,60 years,European or Other,0.00543
px,97.50%,2017-19,Female,51 years,Pacific,0.99678
ex,97.50%,2017-19,Female,53 years,Asian,36.28
Lx,50%,2017-19,Male,6 years,Total,99405
Lx,97.50%,2017-19,Female,10 years,Pacific,99403
lx,50%,2017-19,Female,67 years,Asian,95618
dx,2.50%,2017-19,Male,71 years,Asian,817
lx,97.50%,2017-19,Male,1 years,nonMaori,99600
Lx,2.50%,2017-19,Female,77 years,Asian,86918
ex,2.50%,2017-19,Female,63 years,Total,23.22
ex,97.50%,2017-19,Female,105 years,Total,2.14
dx,97.50%,2017-19,Female,74 years,Maori,2867
qx,2.50%,2017-19,Female,12 years,European or Other,6.00E-05
dx,50%,2017-19,Male,54 years,Pacific,603
px,2.50%,2017-19,Male,66 years,Total,0.98797
px,2.50%,2017-19,Female,84 years,Asian,0.94935
mx,97.50%,2017-19,Male,61 years,Maori,0.01758
lx,97.50%,2017-19,Male,51 years,European or Other,96200
mx,50%,2017-19,Male,25 years,European or Other,6.90E-04
dx,97.50%,2017-19,Female,59 years,European or Other,355
mx,97.50%,2017-19,Male,13 years,Maori,4.80E-04
px,50%,2017-19,Female,99 years,nonMaori,0.68232
dx,2.50%,2017-19,Female,37 years,European or Other,46
mx,2.50%,2017-19,Female,60 years,Total,0.00421
mx,2.50%,2017-19,Male,49 years,European or Other,0.00191
mx,2.50%,2017-19,Female,33 years,European or Other,3.80E-04
lx,50%,2017-19,Female,44 years,Pacific,96981
Lx,50%,2017-19,Female,87 years,Total,46181
ex,50%,2017-19,Female,60 years,Asian,29.22
lx,50%,2017-19,Male,79 years,Maori,43639
dx,2.50%,2017-19,Female,83 years,nonMaori,3247
lx,50%,2017-19,Male,74 years,nonMaori,78794
lx,97.50%,2017-19,Female,39 years,Total,98484
qx,50%,2017-19,Female,51 years,European or Other,0.0017
ex,97.50%,2017-19,Male,65 years,Pacific,16.64
lx,97.50%,2017-19,Female,68 years,Maori,79101
lx,97.50%,2017-19,Male,40 years,nonMaori,97848
lx,97.50%,2017-19,Male,53 years,Total,94723
Lx,2.50%,2017-19,Male,17 years,nonMaori,99208
px,2.50%,2017-19,Male,57 years,Maori,0.98693
mx,2.50%,2017-19,Female,77 years,Total,0.0227
Lx,50%,2017-19,Male,17 years,nonMaori,99271
mx,50%,2017-19,Female,75 years,European or Other,0.01886
px,2.50%,2017-19,Female,11 years,nonMaori,0.99991
px,50%,2017-19,Male,8 years,European or Other,0.99992
mx,97.50%,2017-19,Female,51 years,Asian,0.00124
mx,97.50%,2017-19,Female,80 years,Pacific,0.06981
lx,2.50%,2017-19,Male,73 years,Total,77762
Lx,50%,2017-19,Male,17 years,Asian,99379
Lx,97.50%,2017-19,Female,52 years,Pacific,95030
px,97.50%,2017-19,Female,60 years,European or Other,0.99657
px,2.50%,2017-19,Male,33 years,Pacific,0.99816
Lx,2.50%,2017-19,Male,9 years,Pacific,99010
lx,50%,2017-19,Male,100 years,Asian,4714
ex,50%,2017-19,Male,96 years,Maori,2.66
ex,2.50%,2017-19,Male,31 years,Maori,43.83
mx,2.50%,2017-19,Male,3 years,nonMaori,1.40E-04
px,50%,2017-19,Female,31 years,Pacific,0.99929
qx,50%,2017-19,Male,39 years,European or Other,0.00106
px,97.50%,2017-19,Male,72 years,European or Other,0.98172
dx,50%,2017-19,Male,98 years,Pacific,479
dx,2.50%,2017-19,Male,74 years,Pacific,2385
Lx,2.50%,2017-19,Female,7 years,Maori,99322
qx,97.50%,2017-19,Female,33 years,Maori,0.00132
dx,2.50%,2017-19,Male,45 years,European or Other,133
mx,50%,2017-19,Female,66 years,Pacific,0.0138
Lx,50%,2017-19,Female,53 years,European or Other,97166
dx,97.50%,2017-19,Female,18 years,European or Other,29
Lx,2.50%,2017-19,Male,56 years,Maori,86509
lx,2.50%,2017-19,Female,28 years,European or Other,99163
Lx,2.50%,2017-19,Male,105 years and over,Total,96
qx,97.50%,2017-19,Male,14 years,European or Other,2.20E-04
lx,50%,2017-19,Female,19 years,Pacific,99103
qx,50%,2017-19,Female,35 years,Pacific,0.00102
qx,97.50%,2017-19,Male,56 years,Asian,0.00343
qx,2.50%,2017-19,Male,0 years,Asian,0.00286
mx,2.50%,2017-19,Male,20 years,Asian,2.00E-04
qx,2.50%,2017-19,Female,26 years,Total,3.30E-04
ex,2.50%,2017-19,Male,14 years,Maori,59.79
ex,50%,2017-19,Male,69 years,Maori,13.2
px,2.50%,2017-19,Female,12 years,European or Other,0.99991
dx,2.50%,2017-19,Male,46 years,Asian,65
Lx,2.50%,2017-19,Female,56 years,Maori,90860
px,97.50%,2017-19,Male,35 years,European or Other,0.99917
qx,50%,2017-19,Female,23 years,Asian,1.60E-04
qx,2.50%,2017-19,Female,81 years,Asian,0.02248
px,50%,2017-19,Female,91 years,Asian,0.88447
qx,2.50%,2017-19,Female,89 years,Maori,0.12019
dx,50%,2017-19,Female,49 years,European or Other,133
ex,50%,2017-19,Female,39 years,Maori,39.64
qx,2.50%,2017-19,Male,14 years,Asian,1.30E-04
px,97.50%,2017-19,Female,44 years,Maori,0.99805
Lx,50%,2017-19,Female,41 years,Maori,96858
px,2.50%,2017-19,Female,58 years,Pacific,0.99264
px,2.50%,2017-19,Female,65 years,European or Other,0.99377
px,97.50%,2017-19,Male,19 years,European or Other,0.99953
ex,50%,2017-19,Female,72 years,nonMaori,16
ex,97.50%,2017-19,Male,57 years,nonMaori,26.56
lx,2.50%,2017-19,Female,29 years,European or Other,99130
lx,2.50%,2017-19,Male,28 years,Pacific,97896
qx,50%,2017-19,Female,40 years,European or Other,6.30E-04
Lx,2.50%,2017-19,Female,47 years,Pacific,95789
Lx,97.50%,2017-19,Female,55 years,Asian,98205
px,2.50%,2017-19,Female,38 years,Maori,0.99835
lx,97.50%,2017-19,Female,72 years,Total,86212
dx,97.50%,2017-19,Female,27 years,Asian,21
px,50%,2017-19,Male,34 years,nonMaori,0.99922
qx,97.50%,2017-19,Female,38 years,Pacific,0.00161
dx,97.50%,2017-19,Male,42 years,Pacific,300
Lx,97.50%,2017-19,Female,14 years,Maori,99377
ex,97.50%,2017-19,Male,85 years,Maori,5.78
mx,50%,2017-19,Female,60 years,nonMaori,0.00366
px,97.50%,2017-19,Female,68 years,Total,0.99138
dx,2.50%,2017-19,Female,77 years,Pacific,2274
lx,2.50%,2017-19,Male,42 years,nonMaori,97428
mx,97.50%,2017-19,Male,3 years,Maori,3.10E-04
ex,97.50%,2017-19,Female,22 years,Total,62.21
lx,2.50%,2017-19,Male,81 years,nonMaori,61136
Lx,97.50%,2017-19,Male,73 years,European or Other,80203
px,97.50%,2017-19,Male,24 years,Total,0.99928
mx,2.50%,2017-19,Male,85 years,Total,0.09463
lx,97.50%,2017-19,Female,97 years,Maori,5057
Lx,50%,2017-19,Male,3 years,Maori,99318
qx,97.50%,2017-19,Male,31 years,Asian,4.00E-04
lx,97.50%,2017-19,Male,36 years,Pacific,97355
Lx,2.50%,2017-19,Female,77 years,Total,77259
qx,2.50%,2017-19,Male,30 years,Maori,0.0015
qx,50%,2017-19,Female,36 years,Maori,0.0012
px,97.50%,2017-19,Female,82 years,nonMaori,0.95646
px,97.50%,2017-19,Female,68 years,nonMaori,0.99256
px,97.50%,2017-19,Male,33 years,Maori,0.9983
